Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,Groupe HN,GROUPE HN,3.0,"4,3","3,7","3,0","3,3","2,0","3,3"
,,DMIC,,,,,,,,
,,BetClic Everest Group,,,,,,,,
,,GECO RECRUTEMENT,,,,,,,,
,,ACTIVUS Group,,,,,,,,
,,TALENTS RH,,,,,,,,
,,Wild Code School,Wild Code School,7.0,"4,3","4,2","4,3","4,0","4,8","4,8"
,,STUDIO A,Studio A Vintage,16.0,"4,4","4,1","3,6","3,6","3,6","4,0"
,,INSIDE BORDEAUX,,,,,,,,
,,KONCEPT,,,,,,,,
,,ITWORX,,,,,,,,
,,Kent FR,,,,,,,,
,,ACTION SSI.COM,,,,,,,,
,,TECH VALLEY,,,,,,,,
,,Aosis,,,,,,,,
,,OneStock,,,,,,,,
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
,,Thales Group,Thales,1.0,"4,0","4,0","4,0","3,5","3,5","3,8"
,,GROUPE HN,GROUPE HN,3.0,"4,3","3,7","3,0","3,3","2,0","3,3"
,,T&S ENG,,,,,,,,
,,CELAD,CELAD,8.0,"4,1","4,0","3,3","3,1","3,4","3,6"
,,Caroff,,,,,,,,
,,PHI-RH,,,,,,,,
,,Data Recrutement,,,,,,,,
,,ASTEK,Astek,13.0,"3,8","3,8","3,5","3,2","3,2","3,0"
,,Solocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1"
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,DECASOFT,DECASOFT,3.0,"3,7","4,7","3,7","4,0","3,7","3,7"
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
,,CS Group Solutions,,,,,,,,
,,CTS Corporate,CTS Corporation,258.0,"3,8","3,8","3,5","3,3","3,4","3,5"
,,UNIVERSITE TOULOUSE II JEAN JAURES,,,,,,,,
,,FYTE,FYTE - Find Your Talent Easily,4.0,"4,3","3,8","4,0","4,3","4,3","4,5"
,,ALLTECH CONSULTING,,,,,,,,
,,Econocom,Econocom,84.0,"3,0","3,0","2,5","2,5","2,7","2,7"
,,Metsys,,,,,,,,
,,Amaris,AMARIS,50.0,"3,2","3,3","3,0","2,8","3,0","3,3"
,,NEO SOFT SERVICES,,,,,,,,
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,Econocom,Econocom,84.0,"3,0","3,0","2,5","2,5","2,7","2,7"
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
,,INVIVOO,INVIVOO,2.0,"4,0","4,5","4,0","3,5","3,5","3,5"
,,Viseo,,,,,,,,
,,Groupe SII,Groupe SII,3.0,"3,0","3,7","4,3","2,7","2,0","3,0"
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,Econocom,Econocom,84.0,"3,0","3,0","2,5","2,5","2,7","2,7"
,,AUDENSIEL TECHNOLOGIES,,,,,,,,
,,Viseo,,,,,,,,
,,NEO SOFT SERVICES,,,,,,,,
,,HN SERVICES - HN FORMATION - HN RECRUTEMENT - GROUPE HN - HN TECHNOLOGIES,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Edisys,,,,,,,,
,,Flipr,,,,,,,,
,,ACTIVUS Group,,,,,,,,
,,Conserto,,,,,,,,
,,Viseo,,,,,,,,
,,GROUPE HN,GROUPE HN,3.0,"4,3","3,7","3,0","3,3","2,0","3,3"
,,TECH VALLEY,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,GIF TOULOUSE,,,,,,,,
,,EPSILON - GROUPE ALCEN,,,,,,,,
,,Davidson consulting,DAVIDSON CONSULTING,9.0,"4,0","3,4","3,0","3,0","3,6","4,3"
,,NEO SOFT,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Talented International - Recrutement,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Sopra Steria,Sopra Steria,348.0,"3,6","3,7","3,3","3,3","3,2","3,4"
,,Davidson Midi-Pyrénées,,,,,,,,
,,GFI,GFI,108.0,"3,3","3,4","2,8","2,8","2,9","3,0"
,,Davidson Midi-Pyrénées,,,,,,,,
,,Val Software,,,,,,,,
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Confluences IT,,,,,,,,
,,KONCEPT,,,,,,,,
,,DELAIR TECH,,,,,,,,
,,GFI,GFI,108.0,"3,3","3,4","2,8","2,8","2,9","3,0"
,,UNIVERSITE DE BORDEAUX,Université de Bordeaux,24.0,"3,9","3,9","3,2","3,6","3,5","3,6"
,,OKTAL Synthetic Environment,,,,,,,,
,,INVIVOO,INVIVOO,2.0,"4,0","4,5","4,0","3,5","3,5","3,5"
,,Thales Group,Thales,1.0,"4,0","4,0","4,0","3,5","3,5","3,8"
,,In & Fi Crédit,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,TECH VALLEY,,,,,,,,
,,ETHICS Group / DigiSmart,,,,,,,,
,,Urban Linker,,,,,,,,
,,ACTIVUS Group,,,,,,,,
,,Assystem,Assystem,165.0,"3,3","3,3","2,9","2,9","2,8","3,2"
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,TALENTS RH,,,,,,,,
,,TALENTS RH,,,,,,,,
,,HN SERVICES - HN FORMATION - HN RECRUTEMENT - GROUPE HN - HN TECHNOLOGIES,,,,,,,,
,,KONCEPT,,,,,,,,
,,My Support Services,,,,,,,,
,,ASSOCIATION COCKTAIL,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,CS Group Solutions,,,,,,,,
,,WorldWide People,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,FREELANCE VISION,,,,,,,,
,,Almatek,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,Sept Lieues,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,Adsearch,ADSEARCH,10.0,"4,8","4,6","4,1","4,6","4,3","4,9"
,,Idée Blanche Recrutement,,,,,,,,
,,Continental,Continental,2.0,"4,1","3,8","4,0","3,6","3,6","3,8"
,,DECASOFT,DECASOFT,3.0,"3,7","4,7","3,7","4,0","3,7","3,7"
,,INSIDE BORDEAUX,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Sept Lieues,,,,,,,,
,,Betclic Group,Betclic Group,2.0,"4,5","4,0","3,0","5,0","4,0","5,0"
,,Infomil,INFOMIL,10.0,"2,3","2,8","2,5","2,0","2,2","2,3"
,,PAGES JAUNES,Pages Jaunes,68.0,"3,5","3,6","3,9","2,7","2,8","3,1"
,,ACTION SSI.COM,,,,,,,,
,,Urban Linker,,,,,,,,
,,Novelab,,,,,,,,
,,Groupe Cogeser,,,,,,,,
,,GFI,GFI,108.0,"3,3","3,4","2,8","2,8","2,9","3,0"
,,DECASOFT,DECASOFT,3.0,"3,7","4,7","3,7","4,0","3,7","3,7"
,,Page Personnel FR,Page Personnel,168.0,"2,7","2,6","2,8","2,5","2,5","2,7"
,,Simplon Prod,,,,,,,,
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,STRATEOS / WEBENGINEERING,,,,,,,,
,,GECO RECRUTEMENT,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,ADSEARCH,ADSEARCH,10.0,"4,8","4,6","4,1","4,6","4,3","4,9"
,,Freelance.com,,,,,,,,
,,FREELANCE VISION,,,,,,,,
,,Caroff,,,,,,,,
,,TALENTS RH,,,,,,,,
,,Urban Linker,,,,,,,,
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,AQUITEM,AQUITEM,2.0,"4,5","4,5","3,0","3,0","4,0","5,0"
,,Open,Open,89.0,"3,7","3,8","3,2","3,4","3,4","3,6"
,,Handyrecrut,,,,,,,,
,,SETTIS,,,,,,,,
,,My Soft Agency,,,,,,,,
,,Esprit-RH,,,,,,,,
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,CS Communication & Système,,,,,,,,
,,Equadex,,,,,,,,
,,CS COMMUNICATION & SYSTEMES,,,,,,,,
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Almatek,,,,,,,,
,,European Sourcing,,,,,,,,
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Confluences IT,,,,,,,,
,,Page Personnel FR,Page Personnel,168.0,"2,7","2,6","2,8","2,5","2,5","2,7"
,,XLM SERVICES,,,,,,,,
,,OVH,OVH,26.0,"3,6","3,7","4,0","3,4","3,4","3,8"
,,CS Communication & Systèmes,CS COMMUNICATION & SYSTÈMES,2.0,"4,5","4,0","4,0","4,5","3,0","4,0"
,,GFI,GFI,108.0,"3,3","3,4","2,8","2,8","2,9","3,0"
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,Infotel,Infotel,20.0,"3,2","3,0","3,0","2,9","2,9","3,0"
,,Betclic Group,Betclic Group,2.0,"4,5","4,0","3,0","5,0","4,0","5,0"
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,WorldWide People,,,,,,,,
,,Work&You,Work&You,4.0,"5,0","5,0","5,0","5,0","5,0","5,0"
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,E3M MANAGEMENT,,,,,,,,
,,Consept,,,,,,,,
,,Almatek,,,,,,,,
,,INVIVOX,,,,,,,,
,,Artal,Artal,2.0,"4,5","5,0","5,0","5,0","5,0","5,0"
,,IN SITU TRAINING,,,,,,,,
,,Davidson consulting,DAVIDSON CONSULTING,9.0,"4,0","3,4","3,0","3,0","3,6","4,3"
,,WorldWide People,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,HitBiz,,,,,,,,
,,iD Systèmes,,,,,,,,
,,Niji,,,,,,,,
,,Orange,Orange,2.0,"4,1","4,0","3,8","3,6","3,7","3,9"
,,Infotel,Infotel,20.0,"3,2","3,0","3,0","2,9","2,9","3,0"
,,SAGE,,,,,,,,
,,CTS Corporate,CTS Corporation,258.0,"3,8","3,8","3,5","3,3","3,4","3,5"
,,ALLTECH CONSULTING,,,,,,,,
,,PROXIEL,,,,,,,,
,,Conserto,,,,,,,,
,,STUDIEL,STUDIEL,3.0,"2,3","2,5","1,5","1,5","2,0","2,5"
,,My Support Services,,,,,,,,
,,Link Consulting,,,,,,,,
,,Scalian,Scalian,10.0,"2,9","3,2","2,3","1,9","2,0","2,8"
,,Conserto,,,,,,,,
,,Cegedim,CEGEDIM,68.0,"2,9","2,9","2,8","2,6","2,4","2,6"
,,STUDIEL,STUDIEL,3.0,"2,3","2,5","1,5","1,5","2,0","2,5"
,,everBe,,,,,,,,
,,axYus,,,,,,,,
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Edeis,EDEIS,3.0,"3,7","3,5","3,5","3,5","3,0","3,0"
,,CS Communication & Systèmes,CS COMMUNICATION & SYSTÈMES,2.0,"4,5","4,0","4,0","4,5","3,0","4,0"
,,Agfa-Gevaert NV,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,ippon,,,,,,,,
,,OPENSOURCING,,,,,,,,
,,STRATEOS,,,,,,,,
,,Solutec,SOLUTEC,12.0,"3,4","3,6","3,0","3,0","2,6","2,7"
,,Amaris,AMARIS,50.0,"3,2","3,3","3,0","2,8","3,0","3,3"
,,Nexton Consulting FR,,,,,,,,
,,studec,STUDEC,13.0,"2,5","3,0","1,9","2,1","2,0","2,2"
,,FAYAT IT,,,,,,,,
,,Akanea Développement,,,,,,,,
,,Lectra,Lectra,16.0,"3,8","3,6","3,6","3,4","3,4","3,5"
,,Geser-Best Toulouse L'énergie au service des entreprises,Geser Best,5.0,"2,6","4,3","3,0","3,0","4,0","4,0"
,,GESER - BEST Bordeaux,Geser Best,5.0,"2,6","4,3","3,0","3,0","4,0","4,0"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Consept,,,,,,,,
,,Lectra,Lectra,16.0,"3,8","3,6","3,6","3,4","3,4","3,5"
,,Lectra,Lectra,16.0,"3,8","3,6","3,6","3,4","3,4","3,5"
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Groupe Investir & Entreprendre,,,,,,,,
,,Informatique MSA,,,,,,,,
,,Quadra Informatique,QUADRA INFORMATIQUE,2.0,"3,5","4,0","3,5","3,5","2,5","3,0"
,,Niji,,,,,,,,
,,Altran,Altran,309.0,"3,2","3,3","2,9","2,7","2,8","2,9"
,,Confluences IT,,,,,,,,
,,OVH,OVH,26.0,"3,6","3,7","4,0","3,4","3,4","3,8"
,,FREELANCE VISION,,,,,,,,
,,ITrust,,,,,,,,
,,Displayce,,,,,,,,
,,Akanea Développement,,,,,,,,
,,B&WEEZ CONSULTING,,,,,,,,
,,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
,,EOLE CONSULTING,,,,,,,,
,,highten,,,,,,,,
,,Linksap Europe Ltd,,,,,,,,
,,Groupe SII,Groupe SII,3.0,"3,0","3,7","4,3","2,7","2,0","3,0"
,,Fortil,FORTIL,16.0,"4,0","4,1","3,7","4,3","4,3","4,5"
,,CS COMMUNICATION & SYSTEMES,,,,,,,,
,,AFD TECHNOLOGIES,AFD TECHNOLOGIES,50.0,"2,9","2,8","2,6","2,5","2,8","2,7"
,,AXILEO,,,,,,,,
,,Hager,Hager,28.0,"4,1","3,8","3,6","3,6","3,7","4,1"
,,FAYAT IT,,,,,,,,
,,CS Communication & Systèmes,CS COMMUNICATION & SYSTÈMES,2.0,"4,5","4,0","4,0","4,5","3,0","4,0"
,,TALENTS RH,,,,,,,,
,,WSB - AGENCE DIGITALE,,,,,,,,
,,AFD TECHNOLOGIES,AFD TECHNOLOGIES,50.0,"2,9","2,8","2,6","2,5","2,8","2,7"
,,Amaris,AMARIS,50.0,"3,2","3,3","3,0","2,8","3,0","3,3"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,NEXTGEN RH,,,,,,,,
,,DAVIDSON MIDI-PYRENEES,,,,,,,,
,,highten,,,,,,,,
,,Open,Open,89.0,"3,7","3,8","3,2","3,4","3,4","3,6"
,,EPSILON - GROUPE ALCEN,,,,,,,,
,,Atos,ATOS,2.0,"3,6","3,6","3,3","3,2","3,2","3,4"
,,Groupe Cartegie,,,,,,,,
,,Open,Open,89.0,"3,7","3,8","3,2","3,4","3,4","3,6"
,,SAUERMANN,,,,,,,,
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Ubisoft,Ubisoft,190.0,"4,0","4,0","3,3","3,4","3,5","4,1"
,,Seek Recrutement,,,,,,,,
,,Technology&Strategy,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,SimforHealth,,,,,,,,
,,Scalian,Scalian,10.0,"2,9","3,2","2,3","1,9","2,0","2,8"
,,ekino,,,,,,,,
,,OVH,OVH,26.0,"3,6","3,7","4,0","3,4","3,4","3,8"
,,Synchrone,SYNCHRONE,6.0,"4,2","3,8","3,7","4,3","4,0","4,3"
,,DELAIR TECH,,,,,,,,
,,Derichebourg Sourcing Aéro & Energy,Derichebourg,353.0,"3,5","3,4","3,2","3,0","3,0","3,1"
,,OVH,OVH,26.0,"3,6","3,7","4,0","3,4","3,4","3,8"
,,Displayce,,,,,,,,
,,Web100t,,,,,,,,
,,XLM SERVICES,,,,,,,,
,,CS COMMUNICATION & SYSTEMES,,,,,,,,
,,SAGE,Sage,481.0,"3,5","3,6","3,5","2,9","3,0","3,4"
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,highten,,,,,,,,
,,PROXIEL,,,,,,,,
,,PERCALL APS,,,,,,,,
,,Actia Automotive,ACTIA AUTOMOTIVE,10.0,"3,9","3,9","3,1","3,1","3,4","3,1"
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Esprit-RH,,,,,,,,
,,Aquitem,AQUITEM,2.0,"4,5","4,5","3,0","3,0","4,0","5,0"
,,BORALEX SAS,Boralex,2.0,"4,5","5,0","5,0","4,0","4,0","5,0"
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,OpenAirlines,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,TALENTS RH,,,,,,,,
,,Eurostaff group SAS,,,,,,,,
,,ASSOCIATION COCKTAIL,,,,,,,,
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,My Support Services,,,,,,,,
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,NEXTGEN RH,,,,,,,,
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,My Support Services,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,CS Group Solutions,,,,,,,,
,,AT Internet,AT Internet,4.0,"4,8","4,8","3,8","4,0","4,5","5,0"
,,Fyte,FYTE - Find Your Talent Easily,4.0,"4,3","3,8","4,0","4,3","4,3","4,5"
,,EXTERNATIC,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,Page Personnel FR,Page Personnel,168.0,"2,7","2,6","2,8","2,5","2,5","2,7"
,,TALENTS RH,,,,,,,,
,,EXTERNATIC,,,,,,,,
,,TALENTS RH,,,,,,,,
,,Page Personnel FR,Page Personnel,168.0,"2,7","2,6","2,8","2,5","2,5","2,7"
,,Silkhom,,,,,,,,
,,ACTIVUS Group,,,,,,,,
,,Vidal Associates,Vidal Associates,5.0,"4,0","3,8","3,2","4,0","3,4","3,8"
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,EXTERNATIC,,,,,,,,
,,Urban Linker,,,,,,,,
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,PHI-RH,,,,,,,,
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Sept-Lieues,,,,,,,,
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,Orange,Orange,2.0,"4,1","4,0","3,8","3,6","3,7","3,9"
,,ASTEK,Astek,13.0,"3,8","3,8","3,5","3,2","3,2","3,0"
,,Bluecoders,Bluecoders,4.0,"5,0","5,0","5,0","5,0","5,0","5,0"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Silkhom,,,,,,,,
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Esprit RH,,,,,,,,
,,Orange,Orange,2.0,"4,1","4,0","3,8","3,6","3,7","3,9"
,,PHI-RH,,,,,,,,
,,KONCEPT,,,,,,,,
,,Page Personnel FR,Page Personnel,168.0,"2,7","2,6","2,8","2,5","2,5","2,7"
,,T&S ENG,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,Amaris,AMARIS,50.0,"3,2","3,3","3,0","2,8","3,0","3,3"
,,Randstad Search,Randstad,12.0,"3,7","3,6","3,3","3,1","3,4","3,5"
,,Joblink,JobLink,19.0,"4,2","3,8","3,7","3,5","3,8","3,6"
,,Urban Linker,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,EXTERNATIC,,,,,,,,
,,Fyte,FYTE - Find Your Talent Easily,4.0,"4,3","3,8","4,0","4,3","4,3","4,5"
,,CELAD,CELAD,8.0,"4,1","4,0","3,3","3,1","3,4","3,6"
,,Urban Linker,,,,,,,,
,,Groupe SII,Groupe SII,3.0,"3,0","3,7","4,3","2,7","2,0","3,0"
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Amaris,AMARIS,50.0,"3,2","3,3","3,0","2,8","3,0","3,3"
,,EPSILON - GROUPE ALCEN,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,FREELANCE VISION,,,,,,,,
,,CELAD,CELAD,8.0,"4,1","4,0","3,3","3,1","3,4","3,6"
,,IT Link,IT Link,8.0,"3,3","3,6","2,9","3,0","3,0","3,3"
,,Scalian,Scalian,10.0,"2,9","3,2","2,3","1,9","2,0","2,8"
,,XLM SERVICES,,,,,,,,
,,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,SCLE SFE,SCLE SFE,6.0,"4,2","4,5","4,2","2,7","3,5","4,6"
,,Eotim,EOTIM,5.0,"4,2","4,2","3,8","4,2","4,2","4,2"
,,Groupe N & B,,,,,,,,
,,STRATEOS,,,,,,,,
,,Sept Lieues,,,,,,,,
,,PHI-RH,,,,,,,,
,,Artal,Artal,2.0,"4,5","5,0","5,0","5,0","5,0","5,0"
,,TECH VALLEY,,,,,,,,
,,Groupe SII,Groupe SII,3.0,"3,0","3,7","4,3","2,7","2,0","3,0"
,,IT-CE,IT-CE,8.0,"4,1","4,1","3,5","3,3","4,3","4,2"
,,IT LINK FRANCE,,,,,,,,
,,Fyte,FYTE - Find Your Talent Easily,4.0,"4,3","3,8","4,0","4,3","4,3","4,5"
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Davidson consulting,DAVIDSON CONSULTING,9.0,"4,0","3,4","3,0","3,0","3,6","4,3"
,,montreal,,,,,,,,
,,Groupe SII,Groupe SII,3.0,"3,0","3,7","4,3","2,7","2,0","3,0"
,,Viveris,Viveris,7.0,"4,1","4,8","3,8","3,8","4,8","4,5"
,,Bernard Magrez,,,,,,,,
,,SAGE,Sage,481.0,"3,5","3,6","3,5","2,9","3,0","3,4"
,,Niji,,,,,,,,
,,ALTICAP,,,,,,,,
,,EXTERNATIC,,,,,,,,
,,Rapidhome,Rapidhome,2.0,"3,0","3,0","1,5","1,5","2,5","2,0"
,,IDEAL GROUPE,,,,,,,,
,,Freelance.com,,,,,,,,
,,PHI-RH,,,,,,,,
,,EXTERNATIC,,,,,,,,
,,WorldCast Systems,WORLDCAST SYSTEMS,3.0,"4,7","4,7","3,3","4,3","4,0","5,0"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Immocall,,,,,,,,
,,Groupe Editor,Groupe Editor,8.0,"2,4","2,0","1,4","1,6","1,9","2,0"
,,Scalian,Scalian,10.0,"2,9","3,2","2,3","1,9","2,0","2,8"
,,Progressive,Progressive,2.0,"3,8","3,4","3,9","3,4","3,4","3,8"
,,Open,Open,89.0,"3,7","3,8","3,2","3,4","3,4","3,6"
,,scle sfe,SCLE SFE,6.0,"4,2","4,5","4,2","2,7","3,5","4,6"
,,WORLDCAST CONNECT,,,,,,,,
,,Acensi,ACENSI,6.0,"3,3","3,0","2,2","2,6","3,2","3,0"
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,EXTERNATIC,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,Sept Lieues,,,,,,,,
,,OXBOW S.A.,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,BERNARD MAGREZ GRANDS VIGNOBLES DU SUD,,,,,,,,
,,Joblink,JobLink,19.0,"4,2","3,8","3,7","3,5","3,8","3,6"
,,FREELANCE VISION,,,,,,,,
,,Editor,,,,,,,,
,,CARRERE,,,,,,,,
,,RH PARTNERS,Rh Partners,10.0,"4,2","3,3","2,9","2,9","3,5","4,0"
,,Scalian,Scalian,10.0,"2,9","3,2","2,3","1,9","2,0","2,8"
,,EXTERNATIC,,,,,,,,
,,CS Group Solutions,,,,,,,,
,,DECASOFT,DECASOFT,3.0,"3,7","4,7","3,7","4,0","3,7","3,7"
,,DEFOND OLIVIA,,,,,,,,
,,AB Carrières,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,Page Personnel FR,Page Personnel,168.0,"2,7","2,6","2,8","2,5","2,5","2,7"
,,CTS Corporate,CTS Corporation,258.0,"3,8","3,8","3,5","3,3","3,4","3,5"
,,MANPOWER CONSEIL RECRUTEMENT,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
,,Orange,Orange,2.0,"4,1","4,0","3,8","3,6","3,7","3,9"
,,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
,,Michael Page,Michael Page,182.0,"3,3","3,0","3,2","3,0","3,1","3,3"
,,CS Group Solutions,,,,,,,,
,,CHRYSO,CHRYSO,11.0,"3,0","3,3","2,9","2,7","2,7","2,8"
,,GROUPE LP PROMOTION,,,,,,,,
,,ENDEO Conseil,,,,,,,,
,,HAYS,Hays,664.0,"3,6","3,4","3,3","2,9","3,3","3,4"
,,SQUAD,SQUAD,3.0,"3,3","3,3","3,0","3,7","3,3","3,3"
,,Joblink,JobLink,19.0,"4,2","3,8","3,7","3,5","3,8","3,6"
,,Boulanger,,,,,,,,
,,LABSOFT,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,CNES - Centre National d'Etudes Spatiales,,,,,,,,
,,TIGER-GRIP,,,,,,,,
,,SAGE,Sage,481.0,"3,5","3,6","3,5","2,9","3,0","3,4"
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
,,SUEZ RV FRANCE,SUEZ,412.0,"3,6","3,5","3,4","3,2","3,1","3,4"
,,A LA SOURCE,,,,,,,,
,,Labsoft,LABSOFT,2.0,"3,5","3,5","4,0","3,0","3,0","3,0"
